Date,MNST,AAPL,ODFL,AMZN,ISRG,TSCO,TYL,IDXX,BKNG,HUM,ORLY,CNC,ROL,WST,ALGN,ANSS,CTSH,CMI,JBHT,ILMN,SHW,UNH,AZO,POOL,CSGP,ROST,AME,EW,ON,NVDA,ALB,HOLX,DE,IT,APH,GILD,MTD,AMT,AOS,REGN,BLK,STZ,SBUX,ELV,DHR,TDY,VLO,ATVI,TMO,CHD
2002-01-03,0.02409364914765043,0.01194530973848442,-0.03030620561598572,0.08228611859761405,-0.058064172192231124,0.042461943961131524,0.002134472528632841,0.02266385957721187,0.011894844632207888,0.0,-0.04654702810075762,0.0,0.027821762751079546,0.021178502709085157,0.04100802372737725,0.039891329027302025,0.02395473944704151,0.010211998317962741,0.08504967516180673,0.004434597067865775,0.03304013545972359,-0.011282053669555096,-0.06720879552996757,-0.0048568675819389085,-0.0030414970220479817,-0.012008903931058182,0.014497066763293445,-0.012855714241825968,0.44183275227903923,0.06347054537673238,0.012061058683071323,0.02020270731751947,0.02165316995320615,0.008620743043906955,0.04281953733795625,-0.04665203828275245,-0.019802627296179754,0.022761960633299175,0.023736449483907407,-0.024289756784918678,0.0024174949952762512,0.008849809766840093,0.045587695480331786,-0.007198255682168487,0.008915228723469976,0.014449378427225238,0.007722569574080364,-0.002653189109201864,0.02146985577122235,-0.0022665217936322824
2002-01-04,0.023526776473038805,0.004658592060149997,0.0,0.028987536873252406,-0.016438564200452168,0.02496636419415435,-0.01071821622002426,-0.06435179720835707,-0.006779715330050508,0.004338412791197412,-0.05132470141785565,-0.011428514005424434,0.020849100196517294,-0.016682908394635196,0.004454350349380153,0.0027894020875785922,-0.001018333367749566,0.009102380457148552,0.09185730840787011,0.05509138224616114,-0.0032192579622783587,0.005299617492320041,0.023406172871574666,-0.015094671393503421,0.006506203822738278,0.039780252164827376,-0.019908799026424624,0.011029521953478397,-0.12136085700426735,-0.029578345363504722,0.009462451948508652,0.06765864847381466,0.015216650032993728,0.012793351459909542,0.003984755644668526,0.046163438706480084,-0.008032212019845704,-0.042985291555363854,0.033595809751584674,0.0043940384796876545,0.011999059857954686,0.020652227603934335,0.07951572608153439,-0.012252219317226275,0.03932246995710387,-0.009609683560261102,0.011472145832669112,0.018052590732499013,0.0012489093260605539,-0.006447544824745924
2002-01-07,0.0,-0.03391838181785426,0.024318346548529157,0.007320081486505631,-0.020089962511513768,-0.005769809703681356,0.0021528533611010927,-0.023423813674028574,0.0,-0.006078812366445554,-0.0620755171163472,-0.055779859411897705,-0.03367051356407203,0.0,0.10735851832049932,-0.005186526687300046,-0.039761034498051954,-0.005299687952686889,-0.03828381910099853,0.010000083334583399,-0.02871343237072787,-0.006449198085137668,-0.012918926956762956,0.017712719357849026,-0.006071137468257723,-0.0011913961932122714,-0.011557018748094368,-0.0014638861011576746,0.0,-0.027227532843064107,-0.021523510631579996,0.0009341429917971439,-0.010043814004353877,-0.03888178754420752,-0.010994626729646207,0.0019522993866818777,-0.026352194142337103,-0.01233273498676681,-0.00543900276980417,-0.022165702056679504,-0.012481978900999467,0.042682791446520714,-0.012287270681740908,-0.01770700645859655,-0.015608242782070828,-0.022582527471739958,0.04921274645083354,-0.02988679969702416,0.009109951824987082,-0.014565215137527851
2002-01-08,0.018437422625993353,-0.012743733560203785,0.031772260785840535,-0.04051815089610145,0.014549837384518658,0.019375880930281326,-0.0021528533611012007,0.008374620700170556,-0.05416173947107758,-0.0017437221268697687,-0.01647926984726686,0.030167472234398977,-0.0074720486452515,0.0011212860048469204,0.0467921615067591,0.04650183365141986,0.02823009661324594,-0.019418176974611484,0.0034716361472341274,0.0074349784875179905,0.010271181752414014,-0.0027356324021562788,-0.012934791919379754,0.011882902189559362,0.01810394272772941,0.004757668751598822,-0.021871692525100506,-0.00036608682819307576,-0.032789822822990956,0.011738852355165119,0.0,-0.009380931833765711,-0.012641117861179864,0.04816063943979708,0.014962504100155235,0.03701794612139105,0.01784843752208334,-0.07625843065419931,-0.04409135105353496,0.02180027177179551,0.0012070668753451788,0.029378863205977466,0.03818164389874868,0.008049509400893093,-0.004826996776417979,0.038745704847449096,-0.0070223307542472664,-0.001537672224685778,0.004523419665058706,0.001928953373680033
2002-01-09,-0.025438644227441402,-0.04338716601801233,-0.0007281509484429744,-0.027375533300172606,0.0,-0.011142870686512867,-0.048574670148557035,-0.023783246053015576,0.008936699466803557,0.05268836651288078,0.011128086509407487,-0.022901759915737525,-0.00601718598666211,0.013353249819166758,0.130192491359008,0.011767074472556028,-0.016894928434469686,0.0036054035406831685,-0.0026992659391582713,0.015516848690684155,-0.0032904714631520654,0.002879612648287194,-0.016835736547880828,-0.0051812044038697875,0.02572353514901796,0.014431016981359223,0.026060684518825684,-0.011049836186584935,0.19611487892629037,-0.013807389517734801,-0.00967048404317515,-0.000942951507870236,-0.022282478931871064,-0.0350313479980044,0.009264196242901325,0.03039188650596742,-0.01909120900305154,-0.023716569336333006,0.0025867255328440946,-0.016212624527529567,-0.00024131184647330266,0.009046483747774645,-0.03680886155011228,0.004210343818490589,0.00305995892328517,-0.0203966279076457,0.012077601161987849,-0.01745895853142099,-0.04532859690220452,0.0019243471513226043
2002-01-10,0.007001221601448221,-0.01958975422743555,-0.03631328061197037,-0.04342729343201837,-0.002224472304986675,0.02189549346423293,-0.051055170800284065,0.03658944743229196,0.024605810081394706,0.01967270699507358,0.006018072325562945,-0.007752364407040432,0.005517513034918427,-0.01111502845085544,-0.20327534809748468,0.02900909998308495,-0.03929387575481813,-0.01789703219701891,-0.023439059837323525,-0.08186771071479709,-0.00808815541597948,0.014840462005906907,0.015456258953393854,0.008865900161455883,0.01405562618985872,-0.015024561331309022,-0.024411460244373327,-0.007435127741260506,-0.09175486360204765,-0.024252770022583844,0.01966216533972852,0.11904010684643464,-0.021126996615306558,0.050858417233490945,-0.044327397665020245,0.029495095498488468,0.014607789994238911,-0.05884041929826565,0.0077224603096857376,0.04963891588512773,0.014612710735422037,0.0037627153688925548,0.02706517215299992,0.0511880442321649,-0.00032208410490407744,0.007246468689236952,-0.003126759136723051,0.0011736027930821975,-0.01252974490608778,0.018293508531604007
2002-01-11,0.002330314643388169,-0.00851497431613316,0.0,-0.0009062075835382089,-0.020248156274370457,-0.004824402539825035,0.04652001563489291,-0.019271331333129908,-0.00871853835218356,0.038221704439441645,-0.013423020332140661,0.030654124322778066,-0.006021345197493643,-0.011617622171118374,0.07878087785311438,-0.07812007032229502,0.022109283340187007,-0.01742397721660872,0.011788679144540936,0.0035118561115396493,-0.018253445105967606,0.01615756728296916,-0.005228306623341413,-0.020060107991615207,-0.027467394700610683,-0.03657675477944676,-0.014937980854184078,-0.036478214147441027,-0.03982149418667161,-0.04525784282205636,-0.025594110109864517,0.018257768573564963,0.03106642780497909,0.004123717183862156,0.0038893502977155408,0.01957714687092737,-0.02042778141889914,0.019208077547888617,0.0102035565543725,0.035420299943097366,-0.02772907956562086,0.005201928754732376,-0.026608224127496298,0.027561122029301267,0.024155215276533692,-0.031787577605354576,-0.005312648370231702,-0.0633407377922812,-0.0013051454927556912,0.0011324726992995085
2002-01-14,-0.025857091116427068,0.00473879938662277,0.0097629876761253,-0.08709380023303119,0.04009444826976429,-0.003499267626234382,-0.025317807984289897,-0.0026743091392391117,0.0,-0.010208771424678255,0.0026990569691649835,-0.011385320064676392,-0.0005040861373895108,-0.008706845342569538,0.044451762570833796,0.0419153323992349,0.012982181810340087,-0.016648970468324465,-0.012974666090079714,-0.05401853222286736,-0.016679745019841204,0.01039868377739956,-0.015694565141861176,-0.006777395674850486,0.039301852347613464,-0.011768420057170235,-0.015164249686197622,0.008094090532872892,-0.0317486983145803,-0.053908959533387056,-0.022782114597669302,0.08885999618713299,-0.011101711727181256,0.012270092591814401,-0.021683624928520887,-0.006095224697160515,-0.010899290229582493,-0.06890808044591909,0.012611042177420257,-0.023473636423125686,0.0024417956449861136,-0.04001783957572262,0.0009137249577518926,0.007736729049415731,-0.009941158834632964,-0.02388548498935685,-0.031982975494241186,-0.02146997165126478,0.007805579061120679,-0.0003773484183228552
2002-01-15,0.00237432192268622,0.025672469567257723,-0.009762987676125252,0.01764751681357814,-0.020960888180015968,0.017903207138901665,-0.04043356957849057,-0.017364897074283604,0.03611748360511336,0.021858987377072748,0.02692534270098376,0.0019063874309051987,0.006024372112494812,-0.00572008742059927,-0.0036297680505786127,-0.002664130976313077,-0.020208479378539073,-0.02968074002488162,-0.005555418515511399,0.003693448335351509,-0.007289179908774851,0.002067011528019208,0.020002233341403358,-0.01984025527528508,0.04171409141247491,0.027954796451946918,-0.006815013444873729,0.017126967400268436,0.025479085300984968,0.08926770983835784,-0.004356553649811352,0.034026951387426486,-0.012637419485466976,-0.026360669691068508,-0.06245316573286761,0.003632796600395845,-0.044384751693662655,-0.021893574194699464,-0.007547179689752905,0.00904039568246372,0.02409719140736583,0.004526133556304248,0.00045677689789593007,-0.023392862120331162,-0.05124284953370305,0.0038095284166676487,0.011928681358200034,0.02686984605580771,-0.0034616870372534553,0.031937080243252446
2002-01-16,0.0023800722979183567,-0.0433244013902253,-0.05746881745404898,-0.11960685523908104,-0.019133560089748206,0.0,-0.02955880224154439,-0.010565545360484246,-0.05022703634763144,-0.0038681448705592753,-0.0069113324309152974,-0.04629348347211155,-0.014112974793482237,-0.015414536158410552,0.06680866967211031,-0.027039113471495,-0.008903184914721356,-0.020003316388288277,-0.0356453185711547,-0.020484887632611838,-0.01084030607880105,0.0048060083163571085,-0.011735805224198238,0.012256099886076227,-0.07261253296370898,0.003024880784805536,-0.02492294214609293,-0.017894709373463148,-0.0483185772708078,-0.03980851564903588,-0.022076753549430967,0.05998270460171041,-0.018540918886676586,-0.02621714638883868,-0.0078078288917707685,0.0023176071622440357,-0.015094626557561537,-0.09557062168885855,0.022473200928873508,-0.007993057464064191,0.0002381318352385221,0.010269847643881738,-0.030586607176428013,0.0057037343315074806,-0.021255913479762356,-0.006357300495466412,-0.005946462696853198,0.01806306000844024,-0.02457349620602137,-0.0032942968674722416
